question,answer,
"Một vật dao động điều hoà theo phương trình x = 6cos4πt (cm), vận tốc của vật tại thời điểm t = 7,5s là","Từ phương trình dao động x = 6cos(4πt) cm ta suy ra phương trình vận tốc v = x’ = - 24πsin(4πt) cm/s. Thay t = 7,5 s vào phương trình v = - 24πsin(4πt)cm/s ta được kết quả v = 0",
"Một vật dao động điều hoà theo phương trình x = 6cos4πt (cm), gia tốc của vật tại thời điểm t = 5s là","Từ phương trình dao động x = 6cos(4πt) cm ta suy ra phương trình gia tốc a = x” = - 96π2cos(4πt) cm/s2. Thay t = 5 s vào phương trình a = - 96π^2.cos(4πt) cm/s^2 ta được kết quả a = - 947,5 cm/s^2",
"Một vật dao động điều hoà với biên độ A = 4 cm và chu kỳ T = 2s, chọn gốc thời gian là lúc vật đi qua VTCB theo chiều dương. Phương trình dao động của vật là","Vật dao động theo phương trình tổng quát x = Acos(ωt + φ), A = 4 cm, chu kỳ T = 2s => ω 2π/T = π (rad/s), chọn gốc thời gian là lúc vật đi qua VTCB theo chiều dương => pha ban đầu φ = -π/2
Vậy phương trình dao động là x = 4cos(πt - π/2) cm
",
Một vật dao động điều hòa với tốc độ ban đầu là 1 m/s và gia tốc là -10√3 m/s^2. Khi đi qua vị trí cân bằng thì vật có vận tốc là 2 m/s. Phương trình dao động của vật là,"Phương trình li độ : x = Acos(ωt + φ)
Phương trình vận tốc : v = - Aωsin(ωt + φ)
Phương trình gia tốc : a = - Aω^2.cos(ωt + φ)
Áp dụng phương trình độc lập với thời gian ta có
a^2 = ω^2(vmax^2 - v^2)
=> ω = |a|/√(vmax^2 - v^2) = 10√3/√(2^2 - 1^2) = 10 (rad/s)
Ta lại có: A^2 = a^2/ω^4 + v^2/ω^2
=> A =√(a^2/ω^4 + v^2/ω^2) = 0,2 (m) = 20 (cm)
Từ điều kiện ban đầu tại t = 0 ta có:
v = -10.20sinφ = 100 => sinφ = -1/2 => φ = ±π/6 (1)
a = -10^2.20cosφ = -10√3 => cosφ > 0 (2)
Từ (1)(2) => φ = -π/6
Vậy phương trình dao động của vật là x = 20cos(10t - π/6) cm",
"Tốc độ và li độ của một chất điểm dao động điều hoà có hệ thức v^2/640 + x^2/16 = 1 trong đó x tính bằng cm, v tính bằng cm/s. Chu kì dao động của chất điểm là","Ta có hệ thức độc lập thời gian:
x^2/A^2 + v^2/ω^2.A^2 = 1
So sánh với v^2/640 + x^2 = 1 => A^2 = 16 và ω^2.A^2 = 640
=> ω = √(640/16) = 2√10 ≈ 2π (rad/s)
T = 2π/ω = 1 (s) ",
Cho một vật dao động điều hoà với phương trình x = 10cos10πt cm. Vận tốc của vật có độ lớn 50π cm/s lần thứ 2012 tại thời điểm,"Ta có: T = 2π/ω = 0,2 (s)
Tại thời điểm t = 0 thì v = 0 và đang chuyển động theo chiều âm. Thời điểm vận tốc của vật có độ lớn 50π cm/s lần thứ 2012 là: t = (2012 - 2).T/4 + t2
Với t2 là thời gian vật có vận tốc có độ lớn 50π cm/s lần thứ 2 là:
t2 = (5π/6).T/2π = 5T/12 = 1/12 (s)
Vậy t = 502T + 1/12 = 6029/60 s",
"Một vật dao động điều hòa với chu kì T. Chọn gốc thời gian là lúc vật qua vị trí cân bằng, vận tốc của vật bằng 0 lần đầu tiên ở thời điểm","Nhận thấy, vật đạt vmax tại vị trí cân bằng và vmin tại vị trí biên. Theo giả thuyết bài toán, vật qua vị trí cân bằng và vận tốc của vật bằng 0 lần đầu tiên ứng với thời gian vật đi từ vị trí cân bằng đến vị trí biên ở thời điểm t = T/4",
Một vật dao động điều hòa với phương trình x = 4cos(10πt - π/3). Xác định thời điểm gần nhất vận tốc của vật bằng 20π√3 cm/s và đang tăng kể từ lúc t = 0,"v = x' = -40πsin(10πt - π/3) = 40πcos(10πt +π/2 -π/3) = 20π√3 (cm/s) => cos(10πt + π/3) = √3/2 = cos(±π/6)
Vì v đang tăng nên: 10πt + π/6 = -π/6 + 2kπ
Suy ra: t = -1/30 + 0,2k. Với k ∈ Z. Nghiệm dương nhỏ nhất (ứng với k = 1) trong họ nghiệm này là t = 1/6 s",
"Một chất điểm dao động điều hòa với chu kì T và biên độ 10 cm. Biết trong một chu kì, khoảng thời gian để chất điểm có vận tốc không vượt quá 20π√3 cm/s là 2T/3. Xác định chu kì dao động của chất điểm.
","Trong quá trình dao động điều hòa, vận tốc có độ lớn càng nhỏ khi càng gần vị trí biên, nên trong 1 chu kì vật có vận tốc không vượt quá 20π√3 cm/s là 2T/3 thì trong 1/4 chu kỳ kể từ vị trí biên vật có vận tốc không vượt quá 20π√3 cm/s là T/6
Sau khoảng thời gian T/6 kể từ vị trí biên vật có:
|x| = Acos(π/3) = 5 cm
ω = v/√(A^2 - x^2) = 4π (rad/s)
=> T = 2π/ω = 0,5 (s)",
Phương trình dao động của một vật có dạng x = Acosωt. Gốc thời gian là lúc vật có li độ,Thay t = 0 vào x = Acosωt ta được: x = +A,
"Một vật dao động điều hòa theo phương trình x = 3cos(2πt - π/3) Trong đó x tính bằng cm, t tính bằng giây. Gốc thời gian đã được chọn lúc vật có trạng thái chuyển động như thế nào?","Ta có: x0 = 3cos(2π.0 -π/3) = 1,5 cm
v0 = x' = -6πsin(2π.0 - π/3) = 3π√3 cm/s > 0
Vật đi qua vị trí có li độ x = 1,5 cm và đang chuyển động theo chiều dương trục Ox.
",
"Một vật dao động điều hòa theo phương ngang với phương trình x = 4cos(17t + π/3) cm (t đo bằng giây). Người ta đã chọn mốc thời gian là lúc vật có tọa độ và trạng thái chuyển động?
","Tại thời điểm t = 0 (s):
x0 = 4cos(17.0 + π/3) = 2 cm
v0 = x' = -4.17sin(17.0 + π/3) = -34√3 cm/s < 0
Vật đi qua vị trí có li độ x = 2 cm và đang chuyển động theo chiều âm trục Ox.",
"Một vật dao động điều hòa phải mất 0,025 s để đi từ điểm có vận tốc bằng không tới điểm tiếp theo cũng có vận tốc bằng không, hai điểm ấy cách nhau 10 cm. Tính vận tốc cực đại","Vật có vận tốc bằng 0 khi vật có vị trí  ở một trong hai biên. Khoảng thời gian để di chuyển giữa hai biên là T/2
=> T/2 = 0,025 (s) => T = 0,05 (s)
ω = 2π/T = 40π (rad/s)
Hai điểm cách nhau 10 cm => 2A = 10 <=> A = 5 (cm) 
vmax = A.ω = 200π (cm/s)",
"Một vật dao động điều hòa, ở thời điểm t1 vật có li độ x1 = 1 cm, và có vận tốc v1 = 20 cm/s. Đến thời điểm t2 vật có li độ x2 = 2 cm và có vận tốc v2 = 10 cm/s. Hãy xác định biên độ, vận tốc cực đại của vật?","Áp dụng hệ thức độc lập thời gian:
Tại thời điểm t1: x1^2 + v1^2/ω^2 = A^2 (1)
Tại thời điểm t2: x2^2 + v2^2/ω^2 = A^2 (2)
Từ (1)(2) => x1^2 + v1^2/ω^2 = x2^2 + v2^2/ω^2 = A^2
<=> x1^2 - x2^2 = (v2^2 - v1^2)/ω^2
<=> ω^2 = (v2^2 - v1^2)/(x1^2 - x2^2)
<=> ω = √[(v2^2 - v1^2)/(x1^2 - x2^2)] = 10 (rad/s)
Thay ω = 10 vào (1), ta được A = √5 (cm)
vmax = A.ω = 10√5 (cm/s) ",
Vật dao động điều hòa với biên độ A = 8 cm và T = 2 s. Chọn gốc thời gian là lúc vật qua VTCB theo chiều dương của quỹ đạo. Phương trình dao động của vật là,"ω = 2π/T = π (rad/s)
Tại thời điểm ban đầu: x = 0 => cosφ = 0 => φ = ±π/2
Vì vật chuyển động theo chiều dương (v > 0), nên ta chọn φ = -π/2 (rad)
Vậy phương trình dao động của vật x = 8cos(πt - π/2) cm
*Lưu ý: φ và v ngược dấu nhau",
"Một vật dao động điều hoà trên trục Ox với tần số f = 4 Hz, biết toạ độ ban đầu của vật là x = 3 cm và sau đó 1/24 s thì vật lại trở về toạ độ ban đầu. Phương trình dao động của vật là","T = 1/f = 0,25 (s)
ω = 2πf = 8π (rad/s)
t = 1/24 = T/6, ban đầu x = 3 cm và sau T/6 thì vật quay lại vị trí ban đầu => x = 3 cm = A√3/2
=> A = 2√3 (cm)
*Giải thích: Vật ở vị trí có li độ x = A√3/2 theo chiều dương mất T/12 để tới vị trí biên, sau đó mất T/12 để quay lại vị trí có li độ x = A√3/2 theo chiều âm, tổng thời gian là 2.T/12 = T/6 => Thỏa mãn
Vì vật ban đầu có li độ x = A√3/2 theo chiều dương => Pha ban đầu: φ = -π/6 (rad)
Vậy phương trình dao động của vật x = 2√3.cos(8πt - π/6) cm",
"Một vật dao động điều hòa có phương trình x = 2cos(2πt - π/6) cm. Li độ và vận tốc của vật lúc t = 0,25 s là","Từ phương trình x = 2cos(2πt - π/6)
Thay t = 0,25 s vào x, ta được x = 1 cm
v = x' = -4πsin(2πt - π/6)
Thay t = 0,25 s vào v, ta được v = -2π√3 cm/s",
Một vật dao động điều hòa có phương trình: x = 5cos(20t - π/2) cm. Vận tốc cực đại và gia tốc cực đại của vật là,"vmax = A.ω = 100 (cm/s)
amax = A.ω^2 = 2000 (cm/s^2)",
"Một vật dao động điều hòa với biên độ A = 10 cm, chu kì T. Vào một thời điểm t, vật đi qua li độ x = 5 cm theo chiều âm. Vào thời điểm t + T/6, li độ của vật","Tại thời điểm t vật có li độ x1 = 5 cm theo chiều âm
Tại thời điểm t + T/6 (t + 60T/360) vật sẽ có li độ x2 = -5 cm thoe chiều âm (vì lúc này vật quét một góc 60 độ)",
"Một chất điểm dao động dọc theo trục Ox. Phương trình dao động là x = 10cos(2πt + π/6) cm. Tại thời điểm t vật có li độ x = 6 cm và đang chuyển động theo chiều dương sau đó 0,25 s thì vật có li độ là","Ở thời điểm t1: x1 = 6 cm, v > 0
T = 1s => 0,25 s = T/4
=> ở thời điểm t2 = t1 + 0,25s : α = α1 + α2 = π/2 (hai thời điểm này vuông pha với nhau)
=> x1^2 + x2^2 = A^2 
=> x2 = ± 8 cm
Nhận thấy ở thời điểm t1 vật nằm trong góc phần tư thứ 4 của đường tròn lượng giác, sau khoảng thời gian T/4 thì vật sẽ đến vị trí nằm trong góc phần tư thứ 1. Từ đó ta chọn được x2 = 8 cm",
"Một chất điểm M chuyển động với tốc độ 0,75 m/s trên đường tròn có đường kính bằng 0,5 m. Hình chiếu M’ của điểm M lên đường kính của đường tròn dao động điều hoà. Tại t = 0 s, M’ đi qua vị trí cân bằng theo chiều âm. Khi t = 8 s hình chiếu M’ qua li độ","A = d/2 = 0,25 (m) = 25 (cm)
Với chất điểm M:
v = ωR = ωA => ω = 3 rad/s
Với M’ : x = 25cos( 3t + π/2 )
Ở thời điểm t = 8 s => x = 22,64 cm",
Một chất điểm dao động điều hòa với phương trình x = 20cos(πt - 5π/6) cm. Tại thời điểm t1 gia tốc của chất điểm có giá trị cực tiểu. Tại thời điểm t2 = t1 + Δt (trong đó t2 < 2013T ) thì tốc độ của chất điểm là 10π√2 cm/s. Giá trị lớn nhất của Δt là,"Tại thời điểm t1: amin = – 20π^2 cm/s2 khi cos(πt - 5π/6) = 1 => t1 = 5/6 s và v = 0.
Ở thời điểm t2:
v = ±10π√2 = ±vmax√2/2
=> Δt1 = T/8 + k.T/2 và Δt2 = T/4 + T/8 + k.T/2
Giá trị lớn nhất của Δt1 ứng với Δt2
t2 = 5/6 + T/4 + T/8 + k.T/2 ≤ 2013T
=> k < 4024,4 => kmax = 4024
=> Δt2 = T/4 + T/8 + 4024.T/2 = 4024,75 (s)",
Một chất điểm dao động điều hòa với phương trình x = 6cos(20t - π/2) cm. Ở thời điểm t = π/15 (s) vật có vận tốc và gia tốc là,"Tại thời điểm t = π/15 (s):
v = x' = -6.20.sin(20t - π/2) = -60 (cm/s)
a = -ω^2.x = -ω^2.6.cos(20t - π/2) = 1200√3 (cm/s^2)",
"Một vật nhỏ dao động điều hòa với chu kỳ T = 1 s. Tại thời điểm t1 nào đó, li độ của vật là -2 cm. Tại thời điểm t2 = t1 + 0,25 s, vận tốc của vật có giá trị","Giả sử phương trình dao động của vật có dạng x = Acos(2πt/T) cm
x1 = Acos(2π.t1/T)
x2 = Acos(2π.t2/T) = Acos(2π.(t1 + T/4)/T) = Acos(2π.t1/T + π/2) = -Asin(2π.t1/T)
v2 = x2' = -(2π/T).A.sin(2π.t1/T + π/2) = -(2π/T).A.cos(2π.t1/T) = 4π (cm/s)",
Một vật dao động điều hoà với phương trình x = 4cos(4πt + π/6) cm. Thời điểm thứ 2013 vật đi qua vị trí x = 2 cm là,"T = 2π/ω = 0,5 (s)
Ta nhận thấy vật đi qua vị trí có li độ x = 2 cm lần thứ 2013 (n = 2013) nên n lẻ, khi đó ta có: tn = t1 + (n - 1).T/2
*Giải thích: Mỗi chu kì T vật sẽ đi qua vị trí thõa mãn đề bài 2 lần
Với t1 = T/12 = 1/24 s là khoảng thời gian vật đi từ vị trí đầu tiên (x = A√3/2 theo chiều âm) đến vị trí x = 2 cm lần thứ nhất (vì lúc này vật quét được một góc là 30 độ)
Vậy t2013 = 1/24 + (2013 - 1).0,5/2 = 12073/24 (s)",
Một dao động điều hoà với x = 8cos(2πt - π/6) cm. Thời điểm thứ 2014 vật qua vị trí có vận tốc v = -8π cm/s là,"Đối với dạng bài này, ta viết lại phương trình v dựa vào x, sau đó giải như bài toán tính thời điểm vật có li độ x
v = x' = -16πsin(2πt - π/6) = 16πsin(2πt + π/3) cm/s
T = 2π/ω = 1 (s)
Ta nhận thấy vật đi qua vị trí có vận tốc v = -8π cm/s lần thứ 2014 (n = 2014) nên n chẵn, khi đó ta có: tn = t2 + (n - 2).T/2
*Giải thích: Mỗi chu kì T vật sẽ đi qua vị trí thõa mãn đề bài 2 lần
Với t2 = T/2 = 0,5 s là khoảng thời gian vật đi từ vị trí đầu tiên (v = vmax/2 theo chiều âm) đến vị trí v = -8π cm/s (ứng với -vmax/2) lần thứ hai (vì lúc này vật quét được một góc là 180 độ)
Vậy t2014 = 0,5 + (2014 - 2).1/2 = 1006,5 (s)",
"Một chất điểm dao động điều hoà trên trục Ox có vận tốc bằng 0 tại hai thời điểm liên tiếp t1 = 1,75 s và t2 = 2,5 s, tốc độ trung bình trong khoảng thời gian đó là 16 cm/s. Toạ độ chất điểm tại thời điểm t = 0 là","Giả sử tại thời điểm t0 = 0; t1 và t2 chất điểm ở các vị trí M0; M1 và M2; từ thời điểm t1 đến t2 chất điểm CĐ theo chiều dương.
Chất điểm có vận tốc bằng 0 tại các vị trí biên.
Chu kì T = 2(t2 – t1 ) = 1,5 s, vtb = 16 cm/s
Suy ra M1M2 = 2A = vtb(t2 – t1) = 12 cm
Do đó A = 6 cm. Từ t0 = 0 đến t1:
t1 = 1,5 s + 0,25 s = T + T/6
Vì vậy khi chất điểm ở M0, chất điểm CĐ theo chiều âm, đến vị trí biên âm, trong t = T/6 đi được quãng đường A/2
Do vậy tọa độ chất điểm ở thời điểm t = 0 là x0 = –A/2 = – 3 cm.",
Vật dao động điều hòa có phương trình x = Acosωt. Thời gian ngắn nhất kể từ lúc bắt đầu dao động đến lúc vật có li độ x = -A/2 là,"Thời điểm ban đầu vật có li độ x = A
Thời gian ngắn nhất kể từ lúc bắt đầu dao động (x = A) đến lúc vật có li độ x = -A/2 là T/3 (vì lúc này vật quét một góc 120 độ)",
Vật dao động điều hòa theo phương trình x = 4cos(8πt – π/6) cm. Thời gian ngắn nhất vật đi từ x1 = –2√3 cm theo chiều dương đến vị trí có li độ x2 = 2√3 cm theo chiều dương là,"T = 2π/ω = 0,25 (s)
Thời gian ngắn nhất vật đi từ x1 = –2√3 cm (tương ứng với x1 = -A√3/2) theo chiều dương đến vị trí có li độ x2 = 2√3 cm (tương ứng với x2 = A√3/2) theo chiều dương là t = 120T/360 = T/3 = 1/12 s (vì lúc này vật quét một góc 120 độ)",
"Một dao động điều hòa có chu kì dao động là T và biên độ là A. Tại thời điểm ban đầu vật có li độ x1 (mà x1 ≠ 0; +A, -A) bất kể vật đi theo hướng nào thì cứ sau khoảng thời gian ngắn nhất Δt nhất định thì vật lại có li độ cách vị trí cân bằng như cũ","Theo giả thuyết, cứ sau khoảng thời gian ngắn nhất Δt nhất định thì vật lại có li độ cách vị trí cân bằng như cũ
Khi đó Δt = 2.t1 = 2.t2 và t1 + t2 = T/4 (1)
Nếu ta chọn x1 có dạng x1 = Acos(ωt2) hoặc x1 = Asin(ωt1) (2)
Từ (1) ta có: t1 = t2 = T/8, thay vào (2) suy ra x1 = ±A√2/2",
"Một chất điểm dao động điều hòa với biên độ 10 cm và tần số góc 10 rad/s. Khoảng thời gian ngắn nhất để nó đi từ vị trí có li độ +3,5 cm đến vị trí cân bằng là","

sinα = x/A = 3.5/10
t = arcsin(α).T/2π = arcsin(α).1/ω ≈ 0,036",
"Vật dao động điều hòa, thời gian ngắn nhất vật đi từ vị trí x = + A đến vị trí x = A/3 là 0,1 s. Chu kì dao động của vật là","t = arccos(x/A).1/ω
=> T = 2πt/[arccos(x/A)] = 0,51 (s)",
Một chất điểm dao động điều hòa với chu kì T. Khoảng thời gian trong một chu kì để vật cách VTCB một khoảng nhỏ hơn một nửa biên độ là,"Ta có |x| < A/2
Có 4 khoảng thời gian thỏa mãn phương trình trên: Từ vị trí có li độ A/2 đến vị trí cân bằng và ngược lại, từ vị trí có li độ -A/2 đến vị trí cân bằng và ngược lại
Xét 1 trong 4 khoảng thời gian trên
Thời gian từ vị trí có li độ A/2 đến vị trí cân bằng là t1 = 30T/360 = T/12 (vì lúc này vật quét một góc 30 độ)
Tổng thời gian là t = 4.t1 = T/3
",
"Một chất điểm dao động điều hòa với chu kì T. Khoảng thời gian trong một chu kì để vật cách VTCB một khoảng nhỏ hơn 0,5√2 biên độ là","Ta có |x| < A√2/2
Có 4 khoảng thời gian thỏa mãn phương trình trên: Từ vị trí có li độ A√2/2 đến vị trí cân bằng và ngược lại, từ vị trí có li độ -A√2/2 đến vị trí cân bằng và ngược lại
Xét 1 trong 4 khoảng thời gian trên
Thời gian từ vị trí có li độ A√2/2 đến vị trí cân bằng là t1 = 45T/360 = T/8 (vì lúc này vật quét một góc 45 độ)
Tổng thời gian là t = 4.t1 = T/2",
"Một chất điểm dao động điều hòa với chu kì T. Khoảng thời gian trong một chu kì để vật cách VTCB một khoảng nhỏ hơn 0,5√3 biên độ là","Ta có |x| < A√3/2
Có 4 khoảng thời gian thỏa mãn phương trình trên: Từ vị trí có li độ A√3/2 đến vị trí cân bằng và ngược lại, từ vị trí có li độ -A√3/2 đến vị trí cân bằng và ngược lại
Xét 1 trong 4 khoảng thời gian trên
Thời gian từ vị trí có li độ A√3/2 đến vị trí cân bằng là t1 = 60T/360 = T/6 (vì lúc này vật quét một góc 60 độ)
Tổng thời gian là t = 4.t1 = 2T/3",
Một chất điểm dao động điều hòa với chu kì T. Khoảng thời gian trong một chu kì để vật có tốc độ nhỏ hơn một nửa tốc độ cực đại là,"v = vmax/2 => x = ±A√3/2 (áp dụng hệ thức độc lập thời gian)
Suy ra để thỏa mãn đề bài thì |x| > A√3/2 (càng gần vị trí biên thì vận tốc càng nhỏ)
Có 4 khoảng thời gian thỏa mãn phương trình trên: Từ vị trí có li độ A√3/2 đến vị trí A và ngược lại, từ vị trí có li độ -A√3/2 đến vị trí -A và ngược lại
Xét 1 trong 4 khoảng thời gian trên
Thời gian từ vị trí có li độ A√3/2 đến vị trí A là t1 = 30T/360 = T/12 (vì lúc này vật quét một góc 30 độ)
Tổng thời gian là t = 4.t1 = T/3",
"Một người xách một xô nước đi trên đường mỗi bước đi dài 50 cm thì nước trong xô bị sóng sánh mạnh nhất. Vận tốc đi của người đó là 2,5 km/h. Chu kỳ dao động riêng của nước trong xô là","Ta chuyển đơn vị vận tốc về m/s: v = 2,5 km/h = 25/36 m/s
Nước trong xô bị sóng sánh mạnh nhất khi xảy ra hiện tượng cộng hưởng, khi đó chu kỳ của dao động của người bằng với chu kỳ dao động riêng của nước trong xô:
T = S/v = 36.0,5/25 = 0,72 (s)",
"Một người đi bộ với bước đi dài Δs = 0,6m. Nếu người đó xách một xô nước mà nước trong xô dao động với tần số f = 2 Hz. Người đó đi với vận tốc bao nhiêu thì nước trong xô sóng sánh mạnh nhất?","Nước trong xô bị sóng sánh mạnh nhất khi xảy ra hiện tượng cộng hưởng, khi đó chu kỳ của dao động của người bằng với chu kỳ dao động riêng của nước trong xô => T = 1/f = 0,5 (s)
Khi đó tốc độ đi của người đó là: v = S/t = S/T = 0,6/0,5 = 1,2 m/s = 4,32 km/h",
"Một con lắc đơn (vật nặng có khối lượng m , chiều dài dây treo l = 1 m) dao động điều hòa dưới tác dụng của ngoại lực tuần hoàn F = F0cos(2πft + π/2) (N). Lấy g = π^2 = 10 m/s^2. Nếu tần số f của ngoại lực thay đổi liên tục từ 0,25 Hz đến 1 Hz thì biên độ dao động của con lắc thay đổi như nào","Trước tiên tìm tần số dao động riêng:
f0 = (1/2π).√(g/l) = (1/2π).√(π^2/1) = 0,5 (Hz) => f1 < f0 < f2
=> Biên độ tăng rồi giảm ",
"Một lò xo có khối lượng không đáng kể treo một viên bi nhỏ có khối lượng 200 gam thì khi cân bằng lò xo giãn 2 cm. Khi vật đang đứng yên ở vị trí cân bằng thì người ta tác dụng một ngoại lực biến thiên tuần hoàn có phương trình F = Focos(ωt) với F0 không đổi còn ω thay đổi được. Với tần số 2,6 HZ thì biên độ dao động của vật là A1, với tần số 3,4 HZ thì biên độ là A2. Lấy g = 10 m/s^2. So sánh A1 và A2","Tần số dao động riêng:
f0 = (1/2π).√(g/l) = (1/2π).√(10/0,02) = 3,56 (Hz) => f0 > f1 > f2
Suy ra biên độ luôn tăng nên A2 > A1
",
"Con lắc lò xo gồm vật nặng m = 100g và lò xo nhẹ có độ cứng k = 100 N/m. Tác dụng một ngoại lực cưỡng bức biến thiên điều hòa biên độ F0 và tần số f1 = 4,5 Hz thì biên độ dao động A1. Nếu giữ nguyên biên độ F0 mà tăng tần số ngoại lực đến f2 = 5,5 Hz thì biên độ dao động ổn định là A2. Biên độ thay đổi như nào","Tần số dao động riêng:
f0 = (1/2π).√(k/m) = (1/2π).√(100/0,1) = 5 (Hz) => f1 < f0 < f2
Suy ra biên độ tăng rồi giảm",
"Một con lắc lò xo dao động theo phương thẳng đứng trong môi trường có lực cản. Tác dụng vào con lắc một lực cưỡng bức tuần hoàn F = Focosωt, tần số góc ω thay đổi được. Khi thay đổi tần số góc đến giá trị ω1 và 3ω1 thì biên độ dao động của con lắc đều bằng A1. Khi tần số góc bằng 2ω1 thì biên độ dao động của con lắc bằng A2. So sánh A1 và A2, ta có","Coi tần số riêng của con lắc lò xo là f0; f là tần số dao động của ngoại lực cưỡng bức
Biên độ dao động của hệ phụ thuộc vào F0 (coi như không đổi) và |f - f0|
Khi thay đổi tần số góc đến giá trị ω1 (f1) biên độ dao động của con lắc là A1
Khi thay đổi tần số góc đến giá trị 2ω1 (f2) biên độ dao động của con lắc là A2
=> |f1 - f0| < |f2 - f0| => A1 < A2",
"Một dao động riêng có tần số 15 Hz được cung cấp năng lượng bởi một ngoại lực biến thiên tuần hoàn có tần số thay đổi được. Khi tần số ngoại lực lần lượt là 8 Hz, 12 Hz, 16 Hz, 20 Hz thì biên độ dao động cưỡng bức lần lượt là A1, A2, A3, A4. So sánh các biên độ","Giả thiết cho: f0 = 15 Hz, f1 = 8 Hz; f2 = 12 Hz; f3 = 16 Hz; f4 = 20 Hz
Xét Δf = |f - f0| khi Δf càng bé thì biên độ dao động cưỡng bức càng lớn.
Khi Δf = 0 thì A = Amax có sự cộng hưởng
Do đó: Δf3 < Δf2 < Δf4 < Δf1 (1 < 3 < 5 < 7)
Vậy suy ra A3 > A2 > A4 > A1
",
"Một con lắc lò xo gồm vật nặng có khối lượng m = 100g, lò xo có độ cứng k = 40 N/m. Tác dụng vào vật một lực tuần hoàn biên độ F0 và tần số f1 = 4 Hz thì biên độ dao động ổn định là A1. Nếu giữ nguyên biên độ F0 nhưng tăng tần số đến giá trị f2 = 5 Hz thì biên độ dao động của hệ là A2. So sánh A1 và A2","Tần số dao động riêng:
f0 = (1/2π).√(k/m) = (1/2π).√(40/0,1) = 3,18 (Hz) 
Ta có |f2 - f0| > |f1 - f0| nên A2 < A1",
"Một con lắc dao động tắt dần, cứ sau mỗi chu kỳ biên độ giảm 4%. Phần năng lượng của con lắc bị mất đi trong một dao động toàn phần là bao nhiêu?","Ban đầu biên độ A0, sau một chu kì biên độ còn: A1 = A0 - 0,04A0 = 0,96A0
Năng lượng ban đầu W0 = 1/2.k.A0^2, sau một chu kì: W1 = 1/2.k.A1^2 = 1/2.k.(0,96A0)^2 = 1/2.k.A0^2.(0,96)^2
=> W1 = 0,9216.W0
Vậy phần năng lượng mất đi ΔW = W0 - W1 = 0,0784.W0",
"Con lắc đơn dao động điều hoà, khi tăng chiều dài của con lắc lên 4 lần thì tần số dao động của con lắc thay đổi như nào?","Tần số dao động của con lắc đơn là f = (1/2π).√(g/l), khi tăng chiều dài lên 4 lần thì tần số giảm đi 2 lần",
"Con lắc đơn dao động điều hoà với chu kỳ 1s tại nơi có gia tốc trọng trường 9,8 m/s^2, chiều dài của con lắc là","Chu kỳ của con lắc đơn T = 2π.√(l/g), suy ra chiều dài của con lắc là l = T^2.g/(4π^2) = 0,248 m = 24,8 cm",
"Ở nơi mà con lắc đơn đếm giây (chu kỳ 2s) có độ dài 1 m, thì con lắc đơn có độ dài 3 m sẽ dao động với chu kỳ là","Con lắc đơn khi chiều dài là l1 = 1 m dao động với T1 = 2π√(l1/g) = 2 (s)
Con lắc đơn khi chiều dài là l2 = 3 m dao động với chu kỳ T2 = 2π√(l2/g)
=> T2/T1 = √(l2/l1) => T2 = 3,46 (s)",
"Một con lắc đơn có độ dài l1 dao động với chu kỳ T1 = 0,8 s. Một con lắc đơn khác có độ dài l2 dao động với chu kỳ T1 = 0,6 s. Chu kỳ của con lắc đơn có độ dài l1 + l2 là","Con lắc đơn khi chiều dài là l1 dao động với chu kỳ T1 = 2π√(l1/g)
Con lắc đơn khi chiều dài là l2 dao động với chu kỳ T2 = 2π√(l2/g)
Con lắc đơn khi chiều dài là l1 + l2 dao động với chu kỳ
T = 2π√(l1 + l2/g) => T = √(T1^2 + T2^2) = 1 (s)",
"Một con lắc đơn có độ dài , trong khoảng thời gian Δt nó thực hiện được 6 dao động. Người ta giảm bớt độ dài của nó đi 16 cm, cũng trong khoảng thời gian Δt như trước nó thực hiện được 10 dao động. Chiều dài của con lắc ban đầu là","Khi con lắc đơn có độ dài , trong khoảng thời gian Δt nó thực hiện được 6 dao động. Người ta giảm bớt độ dài của nó đi 16 cm = 0,16 m, cũng trong khoảng thời gian Δt như trước nó thực hiện được 10 dao động. Ta có biểu thức sau:
Δt = 6T1 = 10T2 => 6.2π√(l/g) = 10.2π√(l - 0,16/g). Giải phương trình ta được l = 0,25 (m)",
"Tại một nơi có hai con lắc đơn đang dao động với các biên độ nhỏ. Trong cùng một khoảng thời gian, người ta thấy con lắc thứ nhất thực hiện được 4 dao động, con lắc thứ hai thực hiện được 5 dao động. Tổng chiều dài của hai con lắc là 164 cm. Chiều dài của mỗi con lắc lần lượt là","Con lắc đơn có độ dài 1, trong khoảng thời gian Δt nó thực hiện được 4 dao động. Con lắc đơn có độ dài l2 = 1,6 – l1 cũng trong khoảng thời gian Δt như trước nó thực hiện được 5 dao động. Ta có biểu thức sau:
Δt = 4T1 = 5T2 => 4.2π√(l1/g) = 5.2π√[(1,6 - l1)/g]. Giải phương trình ta được l1 = 1 (m), suy ra l2 = 0,64 (m)",
Một vật nhỏ dao động điều hòa thực hiện 120 dao động toàn phần trong 1 s. Tần số dao động của vật là?,"Tần số dao động của vật là số dao động toàn phần vật thực hiện được trong 1s.
Công thức tính tần số: f = N/t
Ta có tần số dao động của vật: f = 120/1 = 120 (Hz)",
